sn_name,sn_type,band,t0,t1,A,B,Tfall,Trise
SDSS-II SN 17843,II,i',54396.3135299996,54405.23418429257,1.4153996764132886,0.0002773609177926457,99.99999999909055,37.78185361798011
SDSS-II SN 17843,II,r',54387.57593149942,54380.164477771126,1.2133190254188815,0.0012706834061500711,18.168049682257685,12.286230879237584
SDSS-II SN 17843,II,u',54396.314359999975,54408.51794247674,0.9007170949069097,5.136417933211196e-13,37.089881402924846,45.29329815403794
SDSS-II SN 17843,II,z',54396.31435999009,54353.0576115986,0.1737259631618429,0.003647268927036872,15.977074149409699,31.476606874980845
SDSS-II SN 19115,II,g',54395.7274411062,54397.69888693792,0.6624866643645051,0.07614854633768946,6.510034938805379,2.779449395696144
SDSS-II SN 19115,II,i',54352.57848187711,54342.277963739776,1.5835432832268967,0.0007997153591301846,26.41405987610073,41.050529716061334
SDSS-II SN 19115,II,r',54357.16205229081,54369.15024563216,0.5002141746110255,0.002176404270833487,49.41168712354479,50.13763471603909
SDSS-II SN 19115,II,u',54403.591239397225,54405.195633097734,0.15031633739472045,0.22293207656319938,4.8245026903756045,2.6612870699937967
SDSS-II SN 19115,II,z',54373.36268423488,54393.30194751715,5.111913754081095,0.06698033349650806,8.327714640706288,75.97433688469883
SDSS-II SN 18813,II,g',54398.3902785049,54413.17134187838,36.385893650831775,0.12474400525041977,3.8476639457532444,11.480111083846733
SDSS-II SN 18813,II,i',54355.8925389884,54397.386213274396,1.5895981870696132,4.924814566958385,7.7450124479269045,99.98077397687914
SDSS-II SN 18813,II,r',54393.110818810856,54398.211663327995,0.542806975776693,0.04931807286908702,9.76546332818142,3.1838171792713252
SDSS-II SN 18813,II,u',54343.343897761166,54354.54748093426,0.0035310283958603773,1.4315032102275527,24.1723592183975,99.13478025625781
SDSS-II SN 18813,II,z',54408.34330999982,54412.45296802995,0.32657326838872425,0.08191240419436156,8.679321993533383,2.8705968564050703
SN2019vsq,II,G,58948.709941138826,58925.8633465607,0.08894905475365614,1.6170081317299367,62.40274064451937,9.140876827654557
AT2020qmo,II,G,59073.34476309184,59071.47487230584,4.064184579318287,7.159825095001923e-08,99.43275906455828,9.37234371539882
SDSS-II SN 21057,II,g',54333.07167475218,54385.62953382872,0.5015230814758556,1.7417019526482094,12.58524955949581,99.99014991480458
SDSS-II SN 21057,II,i',54396.21121479118,54412.345123277926,17.67530697348772,0.1068952607682363,4.847211811533716,12.280602927017704
SDSS-II SN 21057,II,r',54396.207354969105,54431.158012301945,0.8712061878589576,0.0022521681358062644,96.19314710392273,23.696951439828993
SDSS-II SN 21057,II,u',54331.212646667,54333.63893172491,0.00215487003205988,3.5390581080694425,15.175128266755946,99.81960662360065
SDSS-II SN 21057,II,z',54396.21121999999,54413.679924902586,1.1923744918587942,42.93999953120897,3.1237755126397397,11.796921873718548
SDSS-II SN 20214,II,g',54357.401947560975,54388.778222428984,5.255761623812564,0.051787977750448466,11.208446134220207,99.98994597129843
SDSS-II SN 20214,II,i',54370.72487701866,54389.05058400185,5.41780796802765,0.016038409905245958,11.312390281945177,99.99897419767957
SDSS-II SN 20214,II,r',54388.54086103635,54404.81284383185,10.122935535534651,0.038945150785092676,7.450698977991666,99.99968534152173
SDSS-II SN 20214,II,u',54407.168139999994,54415.90660515007,0.18623029765576532,0.06472327283203803,99.9510820384468,9.01317661157065
SDSS-II SN 20214,II,z',54333.20025627677,54363.69197013426,0.03263279470666901,2.1419129969563766,14.379801471208495,95.13218724394694
SDSS-II SN 17840,II,g',54406.21116748617,54409.63616944166,1.9723366806581806,0.02236357308847518,6.9863850955677975,4.780623845929238
SDSS-II SN 17840,II,i',54406.22952682311,54415.33699334948,1.4141353212634353,0.004104673421736522,16.5694800078211,3.0783444993528857
SDSS-II SN 17840,II,r',54406.230133469864,54413.076448799104,2.2350605812554707,0.011884227385519329,9.811297127386993,7.870631750791559
SDSS-II SN 17840,II,u',54346.06611199927,54357.46453403606,0.49973251619503256,0.0007700334223661133,49.185826505225016,50.133367859625956
SDSS-II SN 17840,II,z',54332.65096222391,54389.79135007848,5.953168852504024,10.449807838924514,7.633570630609087,99.99999982618532
SN2020abdi,II,G,59188.935804057095,59173.02752261214,2.894487816954203,0.0002903517856782979,31.187463659866353,99.84934219926892
SDSS-II SN 19203,II,g',54396.16157573301,54331.16158000001,0.00012892492698801284,2.272201814818281,14.651292785032574,36.38979063101557
SDSS-II SN 19203,II,i',54331.16269412245,54331.161580327236,1.1796046474006263,0.00471824648322479,20.080240977536178,99.99907078561459
SDSS-II SN 19203,II,r',54377.51688280527,54390.59104946125,1.0957757030730737,0.002061980464732872,28.55291394829352,10.077533107423854
SDSS-II SN 19203,II,u',54396.16157999973,54409.92589816527,0.4752352559007672,0.0020364853498336236,99.99999999999952,44.47756176530831
SDSS-II SN 19203,II,z',54396.16240792125,54413.22781678466,25.167796653157556,1.0784019507071503,3.3754136235996386,11.117889754742581
SN2021acma,II,G,59577.827411606406,59585.120529035536,0.02960878951106261,10.33170803724496,5.763810618032923,99.99832690675419
SDSS-II SN 14515,II,g',54007.109658709735,54041.38938705597,0.4332905246291247,0.0018336656447596484,99.99823714603208,2.7245435643145037
SDSS-II SN 14515,II,i',53992.14143477663,54018.57785529344,0.7869876582307825,0.0020274614924834086,41.470084926225475,5.906921752805927
SDSS-II SN 14515,II,r',54018.16680068997,54020.59102117861,0.9862218776255116,0.011194505409678262,12.177164265303128,5.590848849631
SDSS-II SN 14515,II,u',54010.35491515677,54022.41024582727,0.3288788704452007,0.025274300161278587,12.793946205405641,0.5219732848124162
SDSS-II SN 14515,II,z',54019.21073122076,54019.82570874374,0.049049287239257375,0.4507256977297972,7.442286367221855,3.498588621566891
SDSS-II SN 20705,II,g',54346.15750646676,54357.546355739134,0.5002796345827486,0.0012055220980870147,49.18131610865886,50.13286029687317
SDSS-II SN 20705,II,i',54396.284147291386,54412.033877996604,45.82906440529826,0.45647639436599696,3.310656472721559,12.786919778030539
SDSS-II SN 20705,II,r',54390.38448832041,54410.096418931076,10.090973376489966,0.03970698074698694,8.209558420447415,99.95721739855976
SDSS-II SN 20705,II,u',54364.62647621527,54387.37381795261,7.329206227676053,0.12224220793059438,6.930742194458662,99.99999999967972
SDSS-II SN 20705,II,z',54331.283673982434,54331.83463541107,0.0035334939171110273,1.1388526147957243,23.184324637550247,99.91318083455043
SDSS-II SN 20338,II,g',54389.7323448333,54410.00570802938,23.07903834424949,0.03630884454270983,7.074327984449272,99.97112570237746
SDSS-II SN 20338,II,i',54378.13739417929,54386.44792104204,1.1981053564629087,0.003127840649004757,18.843986025229697,3.461952885715755
SDSS-II SN 20338,II,r',54339.23373873081,54334.036027922026,0.006961715327982376,0.15407021466375492,34.09742553187409,99.99362750665217
SDSS-II SN 20338,II,u',54396.41594538402,54425.49395289211,0.6625803722176968,0.0028153278418762287,98.16032307639034,25.95844381045857
SDSS-II SN 20338,II,z',54332.998832171616,54360.02564243621,0.0014398456808030233,0.751961908347501,63.78900887615079,99.99920355600833
SDSS-II SN 16718,II,g',54039.42942112804,54055.07215087801,0.8662444595263313,0.005609159898613927,99.92056673020497,22.264278835970728
SDSS-II SN 16718,II,i',54043.310886239444,54051.295148292265,2.833221048036136,0.08715693933735229,4.669177769985277,8.057339174777214
SDSS-II SN 16718,II,r',54043.30973502604,54052.44648752418,1.735443758430204,0.023553939900363047,8.814518082830151,6.304187521079732
SDSS-II SN 16718,II,u',54025.24400761386,54050.00758521152,159.83194283076256,1.5609248961178113,3.357340324226424,18.83081871826314
SDSS-II SN 16718,II,z',53960.24632530465,53973.4867320548,0.003661159605063625,1.8135080526894303,21.35025587648618,98.49536796472766
SDSS-II SN 19885,II,g',54340.2695648818,54384.700219868755,1.102360450144022,4.9142546074302675,8.722187108217463,99.96148166360695
SDSS-II SN 19885,II,i',54333.16611825451,54364.254498291186,0.024515015689153492,3.052607686855214,13.542300929093184,93.63967801617468
SDSS-II SN 19885,II,r',54340.709409483774,54388.379758435134,1.2195531352803584,2.280277936375627,9.739285672733267,99.99510984753643
SDSS-II SN 19885,II,u',54375.0931509349,54399.31554483625,3.7442573425318235,24.09752451945589,3.8818903966963005,99.79167158073543
SDSS-II SN 19885,II,z',54344.51767110642,54388.95694521045,1.176814636965181,5.898687775090409,7.965001546030858,99.92904632338313
SDSS-II SN 14165,II,g',54002.738326393745,54031.29898667731,18.339096914960848,0.008090622227810339,11.529734323637646,99.9999999997136
SDSS-II SN 14165,II,i',53968.88078062471,53960.49934458109,0.006159053116223173,0.22772459663076494,31.971659743763233,99.99968709393326
SDSS-II SN 14165,II,r',53979.46987308815,54010.45094130878,0.013409845506886977,1.365237374296158,20.41749122505202,94.82933645066151
SDSS-II SN 14165,II,u',54038.87330718912,54040.643795143245,0.41257224295158723,0.12527462764206532,4.894900171944086,1.1804030712717961
SDSS-II SN 14165,II,z',54044.470259700094,54053.66992643929,0.5026250316306458,0.030218141804319427,15.731908482306803,5.003502864155259
SDSS-II SN 9626,II,g',53648.122346540455,53666.64529609028,0.9601683581271923,0.0003269822759601018,99.70498449369848,30.257545005923696
SDSS-II SN 9626,II,i',53650.553696277726,53664.23558218426,0.8780107693844668,0.009347988318193359,18.647676217872267,3.632604216721534
SDSS-II SN 9626,II,r',53666.35063999997,53686.415485190024,1.0234792210399535,0.0009072082767351262,99.9999999997822,20.252523701854432
SDSS-II SN 9626,II,u',53616.225066713974,53627.591469975174,0.5000520618684579,0.0009905244471374998,49.168963060071405,50.1323430277253
SDSS-II SN 9626,II,z',53609.658100602974,53639.35998268427,1.4833991544349765,0.0006982206304390181,42.76971254453476,99.14143898829761
SDSS-II SN 14057,II,g',54038.425787223154,54041.23670207571,0.33505861696820965,0.10611083124139246,5.247849658735124,2.1913076628024553
SDSS-II SN 14057,II,i',54043.33384741144,54048.50743346734,1.3737488164162746,0.11687973888097523,4.441609141384402,5.556323450159986
SDSS-II SN 14057,II,r',53960.26956279621,53991.038652465126,0.026667985731083078,2.3508232050012956,15.047449501721502,99.73630486365333
SDSS-II SN 14057,II,u',54039.27849999117,54034.89967989959,0.5151459073279342,0.03786600174438813,5.329695031598223,3.6600284644037817
SDSS-II SN 14057,II,z',54022.67195398264,54027.93096159836,0.49050468378152934,0.08912898785600218,6.9608062771944015,0.1966023813701851
SDSS-II SN 1632,II,g',53628.99479180014,53641.8619497661,1.5559830155741008,0.0015053717722006783,15.0771403655002,4.772891148480813
SDSS-II SN 1632,II,i',53673.20016999999,53675.46392002254,1.4522427578234862,0.0035307166524452243,14.111229822172602,7.266375894260653
SDSS-II SN 1632,II,r',53620.935359774136,53608.38479788356,1.1359366463878022,0.0031543120171549774,19.07531364856048,99.73337173887319
SDSS-II SN 1632,II,u',53625.85251519613,53652.31120176985,0.00044982071480806455,5.047990553470245,17.29776423079534,2.203031658404752
SDSS-II SN 1632,II,z',53608.201832293795,53608.201830000005,1.431775814224747,0.0024273183879392076,23.62170447064476,99.99999999117384
SDSS-II SN 16173,II,g',54044.462649999994,54061.90165174834,0.5527176810514235,0.005255017874238091,99.99999999999936,7.034310022642225
SDSS-II SN 16173,II,i',53960.44101494454,54004.16758163367,0.191935414101331,1.5280743605900005,13.04576581503551,93.21799913770394
SDSS-II SN 16173,II,r',53960.44083992836,54011.95775954071,0.4013762257433726,2.3941377788272056,11.677139887984826,95.22904194958988
SDSS-II SN 16173,II,u',54044.462649999994,54054.460821886256,0.5955880538833274,0.011558155445726248,19.80788697999186,2.6868927918852
SDSS-II SN 16173,II,z',53960.44148936885,53990.76750396633,0.024122328268962913,2.154130093632568,14.123970639030606,95.33049321652699
SN2006ca,II,i',53862.30086014797,53873.90644453742,0.5014725843894643,0.002613432064372692,49.28949436304909,50.13699100617718
SN2006ca,II,r',53912.42164999999,53911.4471948669,1.5666030105279467,0.0019489566244316875,19.175518050775405,10.178162413856686
SN2019dke,II,G,58635.92780073244,58682.05177410366,1.2503057035648948,0.001368195883709992,27.224825373219367,42.77006275154292
SDSS-II SN 19061,II,g',54342.333080579236,54372.35553961855,10.920714776774902,0.006037710118924162,14.34705955030399,99.99999999999993
SDSS-II SN 19061,II,i',54407.33307999999,54369.00477018354,0.000285035041659148,2.4280910510904086,8.181497743922195,13.609257833795034
SDSS-II SN 19061,II,r',54351.20391353981,54375.664781470994,0.007862449731116385,0.30794420947207946,45.15240687634373,80.95500128827068
SDSS-II SN 19061,II,u',54342.33422554897,54367.43511953251,0.025253686141129182,4.672240641416737,11.04946512767376,96.07449323593804
SDSS-II SN 19061,II,z',54409.36235543352,54417.935661686206,0.7300510008600148,0.005984921860208822,99.08936450729284,2.2537055582934187
SDSS-II SN 19649,II,g',54371.5782268401,54399.75599955888,28.25191153563365,0.018926997608384476,9.0640473131597,99.99999999981011
SDSS-II SN 19649,II,i',54333.24037871302,54380.87859300884,1.3474800856030809,0.08801319398128707,17.212735884773156,99.74554138306738
SDSS-II SN 19649,II,r',54379.489904632785,54390.04352094098,0.914378090873753,0.0026929148647109294,27.708520951153083,0.7479709460500477
SDSS-II SN 19649,II,u',54398.240102137686,54399.67807487715,0.00129986589157968,58.90966918800531,5.2974580625987215,18.716558305575763
SDSS-II SN 19649,II,z',54375.9447610063,54385.81169083325,0.717049713666704,0.01732504948066944,11.099784739334437,3.965409775075988
SDSS-II SN 6973,II,g',53612.645683039846,53646.04126607193,0.02485455169883964,1.1949915720994035,20.82034961984409,99.99167722067587
SDSS-II SN 6973,II,i',53622.09753895717,53633.49712418431,0.5011367102449305,0.0020126047720384777,49.19301156247262,50.13346453615204
SDSS-II SN 6973,II,r',53622.09923226571,53633.58144633014,0.5011395840959864,0.0021288937517292654,49.22959190866155,50.1346613438398
SDSS-II SN 6973,II,u',53672.167087392474,53639.69168093898,0.641338496624047,0.00020542607372259873,37.47681627587587,26.183785936832972
SDSS-II SN 6973,II,z',53652.15831859136,53676.577585628635,16.452476729082782,0.03745452915339023,8.089803958701841,99.99999999999999
SDSS-II SN 1810,II,g',53601.283440117535,53629.46659699196,7.930538078248438,0.00325515003019846,13.6462165982919,99.99999999996264
SDSS-II SN 1810,II,i',53615.952035872106,53625.47380989025,1.235059844644112,0.0020735265827955215,19.56531529814802,0.39029076977846977
SDSS-II SN 1810,II,r',53618.59828903434,53631.05397017491,1.2165930062277883,0.002983329772838812,16.782334977655704,8.57190217924098
SDSS-II SN 1810,II,u',53601.28391160264,53631.563321556445,2.33620731112776,0.008505844105083168,11.352586970114267,99.99141832118453
SDSS-II SN 1810,II,z',53662.81439940573,53651.701810946004,0.8746635224340245,0.0026419761118726243,10.115472703093296,7.60537037760565
SDSS-II SN 4177,II,g',53607.418812248274,53619.36482934037,0.006438216652154146,0.8126916051667782,24.72574128676344,95.39539238473695
SDSS-II SN 4177,II,i',53677.295811931865,53693.36761022385,0.49806729858823906,0.007596227093058768,99.70289201345454,5.954169138366419
SDSS-II SN 4177,II,r',53617.06494683254,53607.4186067341,1.6331258033251834,0.0005157345035587595,30.11586229195673,42.866597409638494
SDSS-II SN 4177,II,u',53677.374579999996,53680.31646455675,6.057541041444986e-05,2182.5044703955264,4.317608167978808,0.3409005868277258
SDSS-II SN 4177,II,z',53677.37449783442,53675.53002199208,0.44085784771519093,0.06826286815238716,5.0447018159235695,6.133937185281037
SDSS-II SN 20251,II,g',54331.16596806638,54390.610300456814,1.3603324541329351,14.69012540374456,9.03565691825422,99.9039521702118
SDSS-II SN 20251,II,i',54346.041099064765,54357.466883365836,0.5007239847964536,0.001671781837079582,49.205106269657236,50.13415772171585
SDSS-II SN 20251,II,r',54346.040993092836,54357.468196672446,0.5002765157180132,0.0012776756563264292,49.20454431316484,50.13428584072661
SDSS-II SN 20251,II,u',54346.04082272365,54357.46985761765,0.49958033366642807,0.0007058009803329588,49.20354543443908,50.13447993393347
SDSS-II SN 20251,II,z',54378.18213300442,54413.71200490187,23.91877601511983,136.58549148652259,3.5248968039247304,99.99846324802223
SDSS-II SN 14908,II,g',54025.27457999999,54032.046733498755,0.9138306793884421,0.004421973744724162,16.777722100690227,7.499410913969105
SDSS-II SN 14908,II,i',53998.69401893206,54033.38976836743,15.60197664147106,0.022982761038325434,10.45703967974314,99.99888238881854
SDSS-II SN 14908,II,r',54025.27371210371,54057.327650529296,1.034922262979434,0.003333944816955535,99.99838935771092,22.245781632592394
SDSS-II SN 14908,II,u',53960.2741844591,54019.13788578901,0.2702936816203636,7.897667466366583,10.414669132300968,99.55228331644733
SDSS-II SN 14908,II,z',54025.22045240083,54042.45943156194,0.5697605388914839,0.0011964973398454091,99.02758425379915,18.857270988129155
SDSS-II SN 18270,II,g',54348.34803660589,54359.79681895016,0.5006925221319833,0.0016862071719742728,49.215170650004524,50.134480823722384
SDSS-II SN 18270,II,i',54335.058685927776,54377.60721880163,0.6753715494677588,1.4863977081362445,10.989615774697523,99.99726253087046
SDSS-II SN 18270,II,r',54355.320653251205,54396.92814355892,67.68575611216238,0.01422102454792996,10.619323022806444,99.9999999967014
SDSS-II SN 18270,II,u',54378.972214707035,54348.95444293879,12.109594773545474,1.1289662234996795e-05,16.846876448531773,38.82599487928552
SDSS-II SN 18270,II,z',54348.347977488134,54359.797645100974,0.5004355304138314,0.0014616512812900997,49.21488890673445,50.134556368845125
SN2016ebf,II,G,57527.179404268056,57514.37058912495,2.0023205307456506,0.0007551307552501258,27.89636880909041,99.98152194002668
SDSS-II SN 17981,II,g',54342.328190004744,54389.630697047774,579.247215491578,0.6777982843111382,5.5004257671421195,99.99999999999999
SDSS-II SN 17981,II,i',54344.27905021896,54342.32737027675,1.9363484105449598,0.0015976361303015616,19.910201530122166,85.52052122833084
SDSS-II SN 17981,II,r',54399.874814049035,54402.56922708596,1.0171012260983052,0.01994871675568993,8.989371319791909,3.757605826131199
SDSS-II SN 17981,II,u',54342.32574140247,54385.51661751322,112.63474036464649,1.7766788545580594,5.5974730584085,99.99999999999999
SDSS-II SN 17981,II,z',54342.326540004,54362.24609951369,2.915777279116455,0.0058496150446454434,15.872251596274111,99.99999993756357
SDSS-II SN 13291,II,g',53990.27752128866,53980.13514695327,1.9607584682511892,0.0006376396469628727,31.063967187810093,99.91569235691156
SDSS-II SN 13291,II,i',53981.81114047985,53974.130002520156,1.7461308722355482,0.001234968183936182,25.456610952448415,87.42196744173134
SDSS-II SN 13291,II,r',53985.887545718506,53974.15006151544,1.759939304151361,0.0007530724412810627,30.954957815715137,99.94902500989095
SDSS-II SN 13291,II,z',54045.135129999995,54049.34832078328,2.8504355124523758e-05,18767.036004876696,2.9017282406783247,0.7028822723633649
SDSS-II SN 4060,II,g',53638.30336543701,53659.34059712192,6.135345768762376,12.435099839925755,3.5788946594650852,99.91556600012301
SDSS-II SN 4060,II,i',53677.43340999999,53691.12461779051,0.28521802554197107,0.02106832221230772,25.830095016927842,5.296501596896602
SDSS-II SN 4060,II,r',53615.54529181527,53607.67837895971,0.4239617103682136,0.010758103210028453,16.642440839182562,99.99124080760556
SDSS-II SN 4060,II,u',53660.598977340676,53670.63439833213,0.17774378971822133,0.17187962378460275,7.556029108643897,1.0547561622979336
SDSS-II SN 4060,II,z',53657.8857755099,53676.42450989433,0.5705632725732392,0.012713189010319691,21.617630735184026,0.3555054812371547
SDSS-II SN 13924,II,g',54039.45014999999,54036.94142174426,0.8563545511594268,0.010124169910988662,9.289602845918994,5.552313399067178
SDSS-II SN 13924,II,i',54009.85977995465,54029.17842246518,6.892007809173632,0.007715226852054049,11.937748783559032,99.99982260299488
SDSS-II SN 13924,II,r',53997.37991549072,53984.539541125225,0.9918157089731585,0.002188720579812802,20.17054045428564,98.93286891138204
SDSS-II SN 13924,II,u',54039.449314678866,54041.859721292414,0.6197104244269624,0.09036303381930484,5.250151956549884,4.415182978926569
SDSS-II SN 13924,II,z',54001.66338924552,54013.36892048324,0.6216719634234249,0.009006354007409866,16.613470857441417,3.9517623820905987
SN2020esm,II_P,G,59011.180760190575,59033.21838830561,0.008335849593174634,20.468941413696342,9.764612343569338,99.9999999897074
SDSS-II SN 13388,II,g',53985.76697370056,53974.22813532886,0.9828279109813843,0.001013572362624178,29.70492284731464,72.42182653203997
SDSS-II SN 13388,II,i',53974.22545000737,54025.121149063045,119.53827338771869,0.011880489100456268,10.201988392544001,99.99999999999999
SDSS-II SN 13388,II,r',54039.2262799989,54048.0575519074,0.9453350645504712,0.0005853283040416692,99.99999999981094,30.332126427364983
SDSS-II SN 13388,II,u',54045.213619999995,54057.963785183856,0.20397339898428482,0.05453779624684051,99.9991980530496,11.788342496234627
SDSS-II SN 13388,II,z',54035.314475842155,54037.73765492138,0.22771570255767828,0.5028729054320248,4.845983558948173,0.10006530412453216
SDSS-II SN 4482,II,g',53652.9779628593,53654.04174460245,0.021033887941120828,0.8879976427927772,7.047277114284827,3.9459402685536444
SDSS-II SN 4482,II,i',53614.977341927486,53610.14593453188,1.90739459964413,0.001170365238058411,21.387991534895438,99.88765519635085
SDSS-II SN 4482,II,r',53628.10799072615,53650.68711467852,1.1488970379203742,2.4168225376737717e-28,31.85134410857946,0.22750703291135888
SDSS-II SN 4482,II,u',53666.38025999999,53658.727922327686,0.2618850164349284,0.006810266864885297,13.219667593230897,9.607467716312533
SDSS-II SN 4482,II,z',53601.38117926215,53642.367771766316,7.397074915302638,36.93029532191568,5.195822566663015,99.99999999999999
SDSS-II SN 21739,II,g',54397.36574689461,54408.047654267095,3.0003949847988785,0.016369351726996835,9.383774915339465,10.152798336209349
SDSS-II SN 21739,II,i',54364.96014838514,54381.816441089795,0.7834871979347563,0.002077074010984544,29.18395283148224,9.22661891976436
SDSS-II SN 21739,II,r',54379.90072332569,54388.930368871166,0.8129544561780818,0.019728439040458533,11.756053924304771,1.5616297209621894
SDSS-II SN 21739,II,u',54347.244248474,54358.82598939847,0.5001411817508643,0.001395970432291375,49.27797238294134,50.137298014719605
SDSS-II SN 21739,II,z',54397.36418999999,54406.21311827223,0.6561158190194041,0.0015317025741655185,99.99999999999999,21.59441750932049
PS1-14vk,II,g',56779.95081305523,56776.94060288096,0.3284303073310739,0.01334957653799644,6.193868543926564,4.826310624203778
PS1-14vk,II,i',56777.64157980646,56782.27957911588,1.0337119698089254,0.004127962332773613,13.973363457471974,7.2249934859388425
PS1-14vk,II,r',56776.99400304916,56781.46177371246,0.8925884100358904,0.001889894186787925,16.142996420347984,10.319843227659497
