supernova,type,band,t0,t1,A,B,Tfall,Trise
SN2020xoq,II,G,59161.20184444641,82348.1607609597,48685.14747604896,-24239.164371713698,9.982675043255574,30.043761701792068
SN2021xft,II,G,59415.59803380241,70731.94532913368,52550.182175947026,-25488.19054423883,9.020007754011251,26.85730765958091
SN2007jn,II,g',54346.24908218958,54316.6330034513,7.588932169723732,-3.290112994054318,10.000202228230968,30.00122148885406
SN2007jn,II,i',54346.25296017544,54316.89571930112,11.431795780328898,-5.2081730741027314,10.00023676540167,30.00150941008156
SN2007jn,II,r',54346.25227616512,54316.84110828922,10.621687673553776,-4.809078467599907,10.000270453875396,30.001655922381065
SN2007jn,II,u',54346.239544140226,54317.55524549006,25.090178871943873,-12.030501655601954,10.000490335372515,30.003044550316027
SN2007jn,II,z',54346.25246290648,54317.47783142761,21.278687836195306,-10.127675956279758,10.000336619709973,30.001981532922986
SN2019lhq,II,G,58668.163866842355,58640.80491348261,36.96683889015932,-17.980390093799837,10.000506998271572,30.0021496432502
SN2007sk,II,g',54431.75210484357,54399.75959899663,0.20205155173990447,0.010709528336003539,2.8679431681243903,2.4872170150787
SN2007sk,II,i',54433.16472664762,54403.43450692556,0.25276106318721786,0.004010561260859504,0.28953874458887496,0.28511122492605756
SN2007sk,II,r',54360.09981395091,54245.684252900326,0.7703656160622911,-9.404531927468438e-05,9.549419719100007,30.144386635572673
SN2007sk,II,u',54434.093815071436,54408.154795541755,0.44865043829399154,0.003504956107835476,0.8756656263560453,0.8399100523433526
SN2007sk,II,z',54431.77898429576,54418.854577267135,0.5677869739577561,0.057810044038002856,0.8072722853204487,0.738129679675634
SN2017gmr,II,G,58012.066485931195,57988.31477578629,72.04492914715651,-35.40238557684848,10.003497249299757,30.000321170973372
PS15ajh,II,G,57162.59646729938,57149.17437247828,219.22297899070458,-108.9438958523358,10.000096907631022,30.0003241711884
SN2018bxl,II,G,58162.09900391157,73461.15583822552,50285.393062800395,-25074.93700425506,6.019585615720705,9.309168290917569
SN2017hrw,II_P,G,57982.904909363264,58033.28452677238,5.998047246179465,0.00048490990628100283,43.34890601346446,99.99997505890829
SN2020bij,II,G,58864.8714149371,65112.89461155277,52506.03293082501,-25829.069425834583,9.972123862575444,29.940444461796794
SN2021cwe,II_P,G,59280.60434560359,59264.48099663922,159.64167876293843,-79.27372533569319,10.000113732248664,30.000491135885365
SN2019eoh,II,G,58619.50391648057,58686.462957311494,815.0345373021685,-406.42886072351587,9.998958796611252,30.000065294272826
SN2007av,II_P,i',54308.54499116485,54331.932135474766,0.013397209440551632,0.023505447603686006,31.64119400777744,21.132022416631585
SN2007av,II_P,r',54195.383906316696,54165.881585073446,7.590281711639992,-3.3013314924701382,10.009105505712048,30.175584139273667
SN2018dfi,II,G,58311.9617705508,58292.32058036075,159.1503726452083,-79.04102320026394,10.000329994044952,30.00231665208684
SN2019mbr,II,G,58586.14123344907,67487.5898673724,52142.6500793552,-25425.757060822285,8.688199449266248,25.232161014959537
SN2017jmk,II,G,58134.096944585515,58119.62574206383,0.43229668555856066,0.016785798644735266,9.105947382847262,30.047582028018844
Gaia15aav,II,G,57048.11962807067,57020.019210064784,18.332563095655843,-8.701893046890659,10.00357429258889,30.00053275270411
SN2022mm,II,G,59608.309691743285,72064.33377232766,7278.790097652955,-3607.0037864669393,9.987194308525849,30.03874289274685
SN2007sd,II_P,g',54413.750676931515,54411.01143155618,3.9941133147517835e-06,11064.987871626881,5.069728126679725,1.8641741110171992
SN2007sd,II_P,i',54403.79783488292,54475.252950046495,13.898773490020563,-0.0002669696189861705,14.100935116492419,1.3612181268081254
SN2007sd,II_P,r',54415.41415415423,54414.02919533662,0.6064538024450749,0.04869596530034871,6.759766469903386,0.13288245852324684
SN2007sd,II_P,u',54406.3445820123,54392.43591287098,1.6613201224635654,-0.03462049516277975,25.60357580980963,6.291239403588896
SN2007sd,II_P,z',54521.84772011194,54406.91646543707,64.72875864376358,0.01287139743919326,13.329651150575586,7.4340961560863255
SN2021acnd,II,G,59515.062799195664,59497.477749840575,49.902088698079915,-24.62331952031488,10.000098295974727,30.000507578938993
SN2021tsd,II,G,59426.55365810471,59462.05021165889,1.811780904759506,0.00783020970125191,23.44191119683822,2.9674064152465354
SN2021yok,II,G,59473.04970905297,59445.78557792032,44.50276823063074,-21.740135062804534,10.000001312811035,30.00000896387502
