supernova,type,redshift,band,n_obs,flux_scale,t0,t1,A,B,Tfall,Trise
SN2006lo,Ia,0.198,g',21,5.455065881703717e-09,54030.48591588908,54340.90490088676,1.2956835824886823,4.035803517591985e-06,12.071314400024844,3.2410563470572056
SN2006lo,Ia,0.198,i',22,5.0909636952309314e-09,54026.10556946527,54049.52932103687,1.5529172720098117,-0.0003563725880288731,28.197936435162642,3.457603924323564
SN2006lo,Ia,0.198,r',21,6.810829367676381e-09,54027.05819377031,52885.399945147474,13.592724588206655,-6.975016861336482e-07,65.50223654877554,3.5944925910531924
SN2006lo,Ia,0.198,u',20,2.6254273189936894e-09,53795.92454865939,54580.4917296114,-0.18103996934544633,-0.1610876245641921,6.888929071375409,30.29170084781976
SN2006lo,Ia,0.198,z',21,3.904810837492533e-09,54062.22351398741,54855.92675903173,1.0444502690564483,4.5278313396021343e-07,41.67082963886711,21.407884076383812
ESSENCEm070,Ia,0.2122,I,69,2.907234073284622e-09,53652.1235,54188.64473484962,2.44100168257064e-11,0.5253257539524986,9.999999999569779,30.00000000014293
ESSENCEm070,Ia,0.2122,R,93,5.08815110194349e-09,53641.1545,54177.56604481655,-5.931662700828385e-10,0.5264758611132585,9.99999999947479,30.000000000174488
PTF11ksk,Ia,0.106,R,58,2.3425021598974895e-08,55822.556195566525,55824.46463990896,1.0495681239759789,0.018480762771846546,6.82575695343663,3.4888978725953406
PSc360263,Ia,,g,87,1.3390598855467353e-09,55359.299999999996,55912.892999904994,-3.3771033403008806e-08,0.5485866934028275,9.999999999639115,30.000000000119908
PSc360263,Ia,,i,122,7.675452705390125e-08,55702.3,56259.322999270174,6.526608079191463e-13,0.6147043107550579,9.999999998002956,30.000000000663466
PSc360263,Ia,,r,86,8.291326168821175e-09,55301.30000355245,55854.32640658518,7.301104726475206e-11,-2.814497075908067e-07,10.00005988477948,29.99998011545259
PSc360263,Ia,,z,122,3.462900395663603e-09,55117.69603384286,55983.37804785784,2.3708446802608165,-6.838505297226285e-07,99.99999999999999,99.99999999999999
SN2020lmd,Ia,0.011,G,20,3.047894989627983e-08,58874.05931404435,59155.110073571304,19.862032550469813,0.00010454096499619734,61.23018949178462,8.214413488413811
PTF11bnx,Ia,0.05508,R,61,4.518975637620041e-08,55646.727299067235,55733.80777177145,0.31546575053115944,0.0004947729012709921,59.30199450199647,4.470958430147596
SN2005gh,Ia,0.25888,g',16,3.1535520245507106e-09,53641.65545357571,55150.91311863118,69.00664652800657,-4.271775522502513e-07,9.882513141563939,5.031368490906656
SN2005gh,Ia,0.25888,i',17,5.035006087879047e-09,53646.01743095987,54260.40870704785,1.1143103298061832,9.711796738539839e-07,15.605733761592742,5.079276940867071
SN2005gh,Ia,0.25888,r',18,3.3946890538007933e-09,53627.243593649946,53691.02990772385,4.355669743081471,-0.00022742290540921716,19.451322971096932,0.11690449646595844
SN2005gh,Ia,0.25888,u',17,9.011560443397056e-10,53636.6708083975,53988.01165880755,1.2622814706485914,3.16897097353412e-06,14.157816018256753,0.553838526722487
SN2005gh,Ia,0.25888,z',17,6.6374307040190755e-09,53576.707697209444,54200.720038622996,461.73353248556094,-2.9832995360158127e-06,17.765619473682857,99.99999999999999
SN2019bkh,Ia,0.01951,B,23,1.3730299163724646e-07,58599.89074986657,59167.072518957364,-28.139198548495216,-0.0006629583216949658,0.7242432800586325,36.26936363629178
SN2019bkh,Ia,0.01951,i,24,7.291216599950673e-07,58593.311696785095,59027.766072269915,-4.8106000260376796,-4.804906716335421,0.8542384870289746,39.73880267472311
SN2019bkh,Ia,0.01951,r,27,6.167085933200965e-08,58587.49708052929,59520.1407354711,-11.279833269071677,-11.29404801118471,1.5522945264834016,92.39125514271707
SN2007gt,Ia,0.05976,g',15,7.066429004252072e-09,54321.71705705793,54991.26770505301,2.0510717373262777,1.2814296924410308e-06,51.16218767945229,99.9952811984146
SN2007gt,Ia,0.05976,i',15,1.898453656661506e-08,54008.81065216705,55027.33698370429,11.531724122921643,0.06890379374402654,27.14911072234265,27.575329096669783
SN2007gt,Ia,0.05976,r',14,1.7474308552673232e-08,54418.96436989395,54406.42643396248,0.31858596295883856,0.0011483731456038374,7.339803339859823,7.182466569808939
SN2007gt,Ia,0.05976,u',15,2.537464645864959e-09,54286.856791620456,54364.30050721072,104.8477321503917,0.005841528824764478,14.337055404427591,0.9584603397269689
SN2007gt,Ia,0.05976,z',15,1.8416199035246713e-08,54016.636029835994,58230.994750999336,11.25835358410639,0.04396376433053395,21.439444226625852,12.553234995771003
SN2011bx,Ia,0.058,C,153,1.7732092984093355e-07,55653.52002,56210.0552202,0.9643450361877511,0.7232587771408133,10.0,30.0
PTF11jaw,Ia,0.14,R,24,1.1989470404794185e-08,55769.80548909144,56287.27370806803,1.3797421065508553,1.1846538501043356e-06,21.697405283126784,4.266919076761463
PTF10fj,Ia,0.05,R,32,5.029907517908362e-08,55199.084983810404,55238.1537974099,0.19285476858231188,0.004620205593817833,99.99999999991321,3.8318048094291473
SN2006lq,Ia,0.411,g',18,1.6966802323464622e-09,54021.320716631715,54021.9211381731,1.563241785012087,-0.00023312331993955004,20.820544098500605,3.7944265193296274
SN2006lq,Ia,0.411,i',20,2.577507869970532e-09,54023.72093167295,54405.175066669886,6.348194569234915,-5.6610125366026625e-06,21.51578282715932,1.8377486618259338
SN2006lq,Ia,0.411,r',20,2.6767018556258905e-09,54021.56738728104,54719.587446424404,1.0032974082260817,7.361168599779858e-07,24.01029271224919,3.2247173190006064
SN2006lq,Ia,0.411,u',19,1.4112371484118493e-09,53574.10645642965,54678.8755032493,8.544101168465197,0.0025869172210955522,41.89835540505951,45.60399802329134
