supernova,type,redshift,band,n_obs,flux_scale,t0,t1,A,B,Tfall,Trise
SN2008B,IIn,0.0188,B,31,2.84446110744792e-07,54495.7427264426,55028.16518110108,6.063588600664835,-3.1499201326970796e-06,9.046753652849606,99.94121655223755
SN2008B,IIn,0.0188,r',29,2.8209799536634296e-07,54484.51084485411,55037.72947033433,20.699433623300667,-3.0142416745024354e-06,12.754752330189433,99.99670143209046
SN2019kud,IIn,0.03241,G,31,2.398832919019485e-07,58434.654406361995,59279.87732912956,34.960453843617294,-1.7920773258220402e-06,99.89095880378053,38.357578966502906
SN2020cui,IIn,0.0238,G,12,3.3728730865886855e-07,58984.80364829692,59006.215005774284,1.392453987373443,0.00046433144637120726,36.731188143230305,17.668947461062864
PS15cwt,IIn,0.0135,w,16,3.758027899783363e-08,57395.02965167629,57880.85422718124,0.7704763547825874,1.0748951225236618e-06,7.377422100490013,7.32777574857713
SN2011hw,IIn,0.023,B,13,1.6143585568264836e-07,55913.31140332239,56576.38364635263,1.2772064701465202,7.429737619949076e-07,12.295630232195984,9.22434660931066
SN2011hw,IIn,0.023,R,110,1.7538805018417602e-07,55931.5857582522,56465.13882949499,0.0009344469024632543,-1.8502851249242056e-06,13.280526290946565,29.586890715704303
SN2011cp,IIn,0.38,C,286,1.796883827826458e-08,55694.47998,56251.42477979991,-1.4645697563048102e-08,0.5294841284383136,9.999999999999833,30.000000000000057
SN2017hcc,IIn,0.0173,G,39,3.6982817978026588e-06,58087.98341099416,58159.44135721497,1.0676520806036622,0.0001600567848086389,53.471355691665345,18.514657567016723
SN2017hcc,IIn,0.0173,i,12,2.5889281636208752e-06,58058.21118077846,58638.93356271353,35.92401543590945,-2.754556073837122e-06,10.045720194119239,29.985471783354686
SN2017hcc,IIn,0.0173,w,17,2.2950914760242272e-07,58354.46745439912,59721.86401657874,1.0078861640915238,-5.384421464936671e-08,1.266624518640205,1.2741037311805896
SN2019qt,IIn,0.035,G,15,2.654605561975536e-07,58510.379674240015,58557.65337872936,1.8167769362055035,0.0003055789503971083,35.14053127071156,0.8731656825256651
SN2005mj,IIn,0.21,g',16,2.443430552693971e-09,53443.52432484748,54224.040371817355,-0.0994289164110072,-0.029558281867148508,3.098510165827238,30.227402564683878
SN2005mj,IIn,0.21,i',16,2.2366601494661704e-09,53695.08880499413,53676.179679178385,1.0614179069149656,0.002712595397010879,7.281097694119224,5.053571461834963
SN2005mj,IIn,0.21,u',16,3.0366867884657857e-09,53677.92836597545,54181.013625066706,0.5742524200704088,1.4082998124339548e-06,82.45839438065299,1.7328628530353178
SN2005mj,IIn,0.21,z',16,5.095654806081145e-09,53672.9035519419,53668.92601312413,0.38185614495592723,0.02078222880486703,10.354674431943293,4.770866306649068
SN2017ijn,IIn,0.05,G,29,2.42102904673618e-07,58302.84587519822,58686.44153684997,2.1264246165478777,-1.5764525229021896e-06,99.99999999999999,99.71407567163632
SN2019vxm,IIn,0.019,G,36,1.2941958414499836e-06,58705.97560039987,59724.83063678146,17.436595071421447,-1.0613555531750198e-06,99.99999999999999,33.475061470936964
SN2008aj,IIn,0.025,B,21,1.8382306368835314e-07,54274.54027909175,56273.507361769494,5.4558005197915875,0.10323593347507738,16.744937873047917,13.963047472137172
SN2008aj,IIn,0.025,U,18,1.6998085132034946e-07,54223.15798954917,56225.46389320555,2.4104398433676097,0.14966621045563308,20.930996866085255,14.88811540819107
SN2008aj,IIn,0.025,V,25,1.7314103128901525e-07,54510.89584319939,58189.12638040077,1.091821460920622,2.0692018765333936e-08,18.44731116525827,2.0195539791267807
SN2008aj,IIn,0.025,i',23,1.4414513857582088e-07,54190.84574153673,55268.02779939609,42.62977356140179,0.006661143262501431,27.08026119124749,32.905545842361256
SN2008aj,IIn,0.025,r',25,1.741004926352608e-07,54206.48520443806,55122.67943369986,8.011905868524993,0.07159023533762617,25.145629753650045,30.31318490674906
iPTF13z,IIn,0.0328,R,314,6.426877173170194e-08,56247.30086195146,56412.900534357934,1.7194538334711458,0.00010416515688530507,99.99999999960124,99.99999999963951
iPTF13z,IIn,0.0328,g,39,7.65596606911257e-09,56861.410536995594,60334.88896703197,2.917586776970433,-5.2042225668578014e-08,99.99999999999999,93.56218679778657
iPTF13z,IIn,0.0328,i,56,1.644371723214929e-08,56722.421921791356,57450.41819673623,2.681207181923383,-9.195166870041623e-07,99.99996309459257,99.84378690788388
iPTF13z,IIn,0.0328,r,77,1.7060823890031208e-08,56924.57991761306,59221.972059572225,1.6096078590685623,-7.941259283580092e-08,99.99999999999999,99.99999999999999
SN2018khn,IIn,0.091,C,13,3.2151408248326924e-08,58484.68199604649,59076.45246205425,-0.009033428886705795,0.0001857918245532727,10.017630876098943,29.9943945436751
SN2020dtd,IIn,0.0695,G,118,5.29663443891657e-08,58946.65161,59536.11812603399,-4.906332223059606e-12,0.016719452139755127,9.999999999873234,30.000000000042114
SN2018khh,IIn,0.0229,G,16,1.0964781961431852e-07,58443.31148696336,58641.088334766035,4.554807553144996,-2.156489591057954e-05,99.99992057954213,99.99297058400234
SN2021bxo,IIn,0.03394,G,28,7.870457896950968e-08,59145.82405382427,91403.76174743977,341.54058627644383,-9.57530221283723e-10,99.99999999999999,1.12728254529123
SN2006gy,IIn,0.01919,R,45,2.0511621788255625e-06,53644.7363194651,54574.24835522791,-1.439095816395972,-1.776425748979023e-05,7.774374039618512,30.596821639725803
SN2019bwb,IIn,0.02019,G,10,1.9588446735059888e-07,58678.73052947397,59206.61756459769,0.39786694431279174,-2.385930321283919e-06,3.513248518265832,4.039248347450144
SN2018bwr,IIn,0.046,G,34,2.3768402866248784e-07,58441.429573660535,59958.82827568646,0.8686500500989943,4.094632754931569e-08,99.99999999999999,99.99999999999999
SN2018bwr,IIn,0.046,w,15,2.4574234600766736e-07,58249.34030361028,92024.53702550294,80.97922523733882,-8.63901999564598e-10,99.99999999999999,0.9380613777326232
SN2001dc,IIn,0.0054,I,14,4.655860935229591e-08,52187.45673182537,52179.48170227473,8.873163886081077e-06,261.1115816179469,6.141592601844729,5.164488674159847
SN2001dc,IIn,0.0054,R,12,2.511886431509577e-08,52186.52053356203,52178.19397898057,8.737974266782761e-06,266.3342835118448,5.478419019720408,4.688560108321828
SN2001dc,IIn,0.0054,V,10,1.2246161992650463e-08,52151.77667982906,53047.73961778636,0.12006633999249694,8.500472447276174e-06,7.600109162474118,7.527506723384044
PS15aip,IIn,0.0195,G,19,1.1271974561755094e-07,57255.35763522939,57305.79138374795,1.3406914235677323,0.00012104395356484139,55.29645327776773,26.610012862191837
PS15aip,IIn,0.0195,i,20,1.3628247120092462e-07,57189.50860742302,57871.14555287927,0.7950649567117485,6.638637916088427e-07,0.8880619619707438,0.8824320942814335
SN2002an,IIn,0.0129,B,10,1.3219042534417246e-07,52378.10678008897,53243.909077609176,0.05445048897582618,3.92087877342938e-06,4.310727776768927,5.0091707045180565
SN2002an,IIn,0.0129,I,10,3.9012160295267637e-07,52375.0285100983,52934.38460275618,0.7744272640321294,9.605715617271029e-07,7.200545619159392,7.145582629746497
SN2002an,IIn,0.0129,V,10,2.452449086072018e-07,52371.11585496101,52932.68797548871,0.6617145237114114,9.682063858841094e-07,5.884303922682312,5.972653291434406
SN2016ieq,IIn,0.066,C,120,1.2969403437384566e-07,57722.5,58299.72499979964,4.551671792905475e-10,0.8090160484201239,9.999999999648118,30.000000000116902
SN2016ieq,IIn,0.066,G,14,7.447319739059889e-08,57840.34329910336,58418.74676834351,0.0012125968833891585,-1.7805700253698285e-06,10.000000087201625,29.99999996723721
SN2016ieq,IIn,0.066,w,22,6.963057796029308e-08,57964.75303757816,58500.281897498426,17.862208976322894,-3.1211270768547338e-06,7.969516826972459,34.6956487952105
SN1994W,IIn,0.00403,V,38,6.30957344480193e-06,49567.22859423249,50096.076686966015,32.700481432141146,-3.4360997236256384e-06,18.163013227859235,99.9999999999546
SN2005kd,IIn,0.01504,B,62,8.279421637123328e-07,53390.47597240346,54273.02401003712,53.20618771254533,-2.030926346789153e-06,99.4954192449011,51.1867879383407
SN2005kd,IIn,0.01504,U,49,1.5703628043335514e-06,53685.714636033365,54250.69824313477,99.11199724856738,-3.117139850896752e-06,14.014620642001256,82.75889331852503
SN2005kd,IIn,0.01504,UVW1,10,4.1152857843551e-08,54118.42608514756,54661.837767963196,0.00017235108244146376,0.06669854929243667,9.99951057412669,30.00077170949975
SN2005kd,IIn,0.01504,V,81,1e-06,53444.58722431981,54463.673798001735,65.04597918164957,-1.4534325306220891e-06,99.99999999999999,0.168604978766421
SN2005kd,IIn,0.01504,i',63,1.3097849623996846e-06,53520.96779205233,55367.27156205231,74.2589721410011,-3.3843650730073633e-07,99.99999999999999,68.74986201260036
SN2005kd,IIn,0.01504,r',62,1.2405092300422238e-06,53851.21779078566,54487.694041613715,2.6935861171243727,-1.0940955679786372e-06,99.99999999999999,99.99999999999999
SN2017eni,IIn,0.08165,G,13,1.0864256236170644e-07,57928.927604068806,58007.36494476474,1.3872024619795178,6.654432577752222e-05,65.22697830163072,16.69681988521589
SN2009au,IIn,0.0094,V,21,1.4873048700465294e-07,54900.41053397641,55466.918006150445,1.1282093819697923,1.2594586709709104e-06,35.03711287674426,5.825029616643066
PS15blq,IIn,0.125,B,73,7.869008238551262e-08,57046.61607833972,57319.356372150054,29.210307258154536,0.0015536628233767046,64.44692071736105,1.2660497063783573
PS15blq,IIn,0.125,I,52,1.804845371303559e-07,57358.497936333435,58229.91912893029,2.3059065021874807,-5.70521005180323e-07,99.96976887728907,86.14124772088844
PS15blq,IIn,0.125,R,60,1.6832940953114853e-07,57350.722990413546,57943.6108265642,0.45653310681576825,9.690707325392054e-07,8.276266916134787,8.100623828082233
PS15blq,IIn,0.125,V,72,1.615697302874804e-07,57349.60361821932,57901.34633536785,0.31701895568834404,9.696386173461097e-07,3.3843321061768123,3.4227519618083027
SN2019sxv,IIn,0.044,G,10,3.4673685045253164e-08,59054.190460007834,58830.31471884334,0.0048877168815602,-0.0002566536651491994,12.072047841690951,16.447929400218744
SN2021iui,IIn,0.106,G,15,2.488857318282385e-08,59355.522677108675,59473.60252765941,1.0796671878320063,6.284357556371413e-05,99.99999999997056,25.996790716019966
SN2007oe,IIn,0.251,g',19,2.8340010055090897e-09,54359.410234537165,54395.78422690937,2.7067431352943747,-0.0007217701848047122,27.079001009249755,0.10000447209326177
SN2007oe,IIn,0.251,i',18,3.1448504654769625e-09,53965.88261154669,54947.40721189902,0.7872209523194629,3.189755070152703e-05,2.606608243045475,31.08275814511253
SN2007oe,IIn,0.251,r',19,3.1535520245507106e-09,53714.976777906406,54947.84892243736,-1.403067945795835,-3.1813906508532844e-06,8.303135098535849,30.37641795759401
SN2007oe,IIn,0.251,u',16,2.3724660151048074e-09,54359.87584922783,54813.196889137085,7.9999127590631485,-4.185294733415583e-06,21.615783423391733,0.11805220253080347
SN2007oe,IIn,0.251,z',19,4.848417387084453e-09,54389.836684394526,54975.088822313606,6.108383586832455,-2.470829605744177e-06,37.75033551812825,41.62419743452219
SN2007nx,IIn,0.09954,g',20,6.31538745374385e-09,54372.25828572984,54406.41663423308,2.9064563607928204,-0.0008171197187837843,21.148005184583813,0.3301992773502709
SN2007nx,IIn,0.09954,i',19,6.081350012787189e-09,54371.83333571241,54396.092177022976,1.2284610083463585,-0.0005651116729946616,81.53669816545363,4.7384938204244405
SN2007nx,IIn,0.09954,r',19,6.251726927756849e-09,54389.190243055746,54436.57987303693,2.6790106860261336,-0.00011919615815151488,14.859700452102977,7.157407893002992
SN2007nx,IIn,0.09954,u',15,7.372249081043352e-09,54365.93263268542,54416.79760115887,0.25151540571944225,0.002789869972167961,99.99999999999999,0.10766763916537463
SN2007nx,IIn,0.09954,z',20,6.631320218835502e-09,54372.6498373297,54991.79608746587,0.7869344504577854,1.0036793418446343e-06,71.02204947356981,2.8523375965800404
SN2020ybn,IIn,0.096,G,10,2.8840315031265998e-08,59180.36577128627,59779.441779162924,0.776116833999744,7.928703808158317e-07,33.89969165326347,0.10000000000000002
SN2017gra,IIn,0.0658,G,25,1.9769696401118579e-07,58013.219414266714,81433.34095719008,12.105151187312815,-1.5912210556560873e-09,99.99999999999999,13.681953037844613
SN2006dn,IIn,0.01706,R,17,1.3803842646028865e-07,53848.624678340355,54452.71747171686,4.124705866008216,1.5979014521378222e-06,55.70403038118659,99.9998418340718
SN2006dn,IIn,0.01706,V,19,1.9355304139797417e-07,53894.62221153574,54083.39432068804,1.7716399454622167,1.8961719257272817e-05,34.64800628381195,99.99999999959282
SN2017gas,IIn,0.011,G,39,7.585775750291821e-07,58001.22287002402,58581.23477769381,2.7836294168428286,-2.430535945188879e-06,9.999998986261643,30.000001659674375
SN2017gas,IIn,0.011,i,10,8.77808940846306e-07,58103.74801791556,58519.00484144995,4.031853364624814,-1.7194199352523976e-06,13.169171126384061,11.352495227115007
Gaia16bug,IIn,,B,19,1.069842878241689e-07,57733.86513591563,58180.639761744715,0.8633681685519285,1.2953399514778438e-06,1.7020701116776336,1.6749324553276286
Gaia16bug,IIn,,G,16,1.8030177408595698e-07,57461.50829792699,57925.680951301125,25.66203475327105,-1.1480539693997451e-05,99.99628462356829,21.98102388608028
Gaia16bug,IIn,,V,20,1.701688249589716e-07,57731.54370069345,58229.52211076693,1.419510332231426,1.1420080560239003e-06,6.441145864100106,5.409463057603594
Gaia16bug,IIn,,i,18,2.0165082353921332e-07,57729.60704812028,58155.704423976786,1.5717565690211541,1.563023045490569e-06,15.318501471832203,10.217523213070075
Gaia16bug,IIn,,r,19,1.8245677741210886e-07,57592.122779614336,58321.53135351873,0.0029082834058966446,0.005001304603065393,80.56528344567802,50.11539174385258
SN2018knq,IIn,0.133,C,177,2.4030344670867337e-08,56037.2062,56597.578262,0.9028506274512902,0.6771379705884677,10.0,30.0
SN2008S,IIn,0.00016,B,39,8.456682000993546e-08,53729.40148049201,54292.2453482165,-1.7992356686604178,-0.002932605312607046,6.248154757174773,31.436230351770213
SN2008S,IIn,0.00016,I,43,4.830588020397729e-07,54461.335154886554,55037.53314750471,40.58069748583136,-2.9347287870259844e-06,29.93976334896149,99.99999999999999
SN2008S,IIn,0.00016,K,10,1.0471285480508985e-06,54524.02715185818,86570.91133018651,79.56381825754667,-9.631736881095393e-10,99.99999999999999,0.10000000000000002
SN2008S,IIn,0.00016,R,69,3.133285724315576e-07,54484.112461362485,54970.53201811558,17.60676953664652,-4.075457089227344e-06,26.159510395456692,3.4362821225145326
SN2008S,IIn,0.00016,U,17,6.982324040771705e-08,54504.0233713791,55049.458196191794,1.855188337153424e-09,0.37561724272250935,10.005305466218458,29.99823787239563
SN2008S,IIn,0.00016,V,76,2.4683116896973467e-07,54500.848099999996,55045.8565794901,-8.815601602081156e-11,0.7158750339108723,9.999999995704393,30.0000000014271
SN2017cik,IIn,0.016,B,12,1.1233627012473491e-07,57933.513799613764,58420.63660093183,1.8883761510542756,9.715541961678572e-05,47.395153927635135,14.529472111207067
SN2017cik,IIn,0.016,V,12,1.4451735354223434e-07,57905.03667647072,58422.418942032295,1.350200659930651,1.011360121634608e-05,48.26613040221755,19.790844052335434
SN2017cik,IIn,0.016,i,16,1.5835799703033205e-07,58507.75716590945,58050.063090937314,1.937393328081473,7.88862557261225e-06,85.672239920233,74.80208665823753
SN2017cik,IIn,0.016,r,12,1.4720413174249172e-07,57844.1790450558,58420.78319802197,0.9622001994152822,4.693807405672171e-06,0.7604595638482261,0.27766661093054457
SN2007jm,IIn,0.09115,g',19,6.528298441586141e-09,54220.697440585434,54674.72269934214,9.282437165881168,-5.42157673450288e-06,99.99863564017188,71.49171755187737
SN2007jm,IIn,0.09115,i',18,1.939099078614851e-08,54456.49187621873,55025.16041078793,2.034882145963912,-4.847980821087291e-07,99.97991009362993,80.49305200702362
SN2007jm,IIn,0.09115,r',19,1.0461645510220069e-08,54417.39449030182,55663.29959231023,1.3947870760481234,1.7803791046291705e-08,99.98867422525649,99.99999999999999
SN2007jm,IIn,0.09115,u',15,2.6546055619755363e-09,54309.218289062956,54351.027608102115,7.189965428236948,0.0028519079218734867,21.94296463442373,99.99985552694937
SN2007jm,IIn,0.09115,z',18,1.9824397628726372e-08,54375.933462270776,54377.369533767676,1.7351427710548224,0.00076976552234674,27.075939360408668,13.486581632208562
SN2003as,IIn,0.023,R,15,4.3651583224016567e-07,52775.65608729896,53236.24944826705,0.43245385455921387,1.0923482427841098e-06,27.061851031112408,32.316359965930765
SN1996L,IIn,0.033,R,12,3.872576449216165e-08,50161.86885761807,50288.015753425454,0.0006569177207943584,0.14004245433814116,58.87164702790554,1.4599835959392786
SN2019vas,IIn,0.159,G,19,4.78630092322638e-08,58867.26570875679,59500.851233048,7.536460787048301,-1.8895256782716956e-06,49.317257244702894,99.96845347123921
SN2021waf,IIn,0.1265,G,10,7.516228940182061e-08,59413.03815936371,60057.22140048968,35.42128048834932,-2.609505196983399e-06,54.817197920962265,99.99999999999868
SN2016afj,IIn,0.081,w,17,1.4466384367876099e-08,57475.414649490725,58284.06031893356,0.7886694126102051,4.799234701089806e-07,0.18575608058541845,0.18559413065138539
SN2016drl,IIn,0.061,G,10,3.53183169791957e-08,57460.4030545431,58022.39273155945,14.348658741830247,-2.729795592644495e-06,30.95018345374644,99.98282378603373
SN2015J,IIn,0.0054,B,10,1.741004926352608e-07,57235.523990768204,57228.688296934015,0.8857858479731774,0.002636285811186587,11.954083343400306,8.938621033063884
SN2015J,IIn,0.0054,U,10,5.176068319505671e-07,57131.25780591328,57736.48405052299,3.207875012909078,1.5985113269520005e-06,55.12241190710889,99.99999231146835
SN2015J,IIn,0.0054,UVM2,10,4.566673896495306e-07,57056.968289322045,57801.22569914116,4.4941644364730875,3.0375843905049984e-06,68.98426079886221,99.9308153999529
SN2015J,IIn,0.0054,UVW1,10,5.14754319931262e-07,57134.956933632486,57786.89451031538,2.585603392068231,1.4649854011295734e-06,62.21417683890896,99.99999999729873
SN2015J,IIn,0.0054,UVW2,10,5.582130689177267e-07,57081.57485696327,57203.47005594223,46.095354075866176,0.0005382961334530759,31.467631775772364,2.8763616849782956
SN2015J,IIn,0.0054,V,10,1.8247358307625755e-07,57056.35867814217,57202.15205587544,64.25855500836398,0.0004796576028707495,35.1426644824573,3.9471391594167997
