sn_name,sn_type,band,A,phi,sigma,k
SN2005kd,IIn,i',1.1957540826462334,53992.44470000001,74.40993309381341,0.10000000077378685
SN2005kd,IIn,r',1.2448956239727882,53992.44700000001,74.10480875907342,0.124747135823752
SN2020noz,IIn,G,1.5202678941708474,59055.40474084438,34.447915986587624,0.3201840894948451
SN2020cui,IIn,G,1.220005250692635,58966.817650000005,56.185953154415344,0.10000000000000002
SN2007bb,IIn,i',1.163571463850512,54193.141310000006,10.894395502305159,0.945484838132222
SN2007bb,IIn,r',1.154923312010556,54193.14362000001,10.913313499226758,0.9575326356558022
SN2021ulv,IIn,G,1.3495806630198173,59442.72158256065,42.77579337079207,0.17181163123686166
SN2017lt,IIn,G,1.344433511341287,57765.26360003682,18.622551323661614,0.10000000163519991
SN2019bwb,IIn,G,1.4950496960790662,58575.44861000045,34.152984714485605,0.30342520453001676
SN2018fdt,IIn,G,1.2472374762309228,58373.662280000084,33.966308454688736,0.10000002065505222
SN2021xwg,IIn,G,1.370191330142897,59509.87708000048,26.292181186462596,0.20998109520474362
SN2019qny,IIn,G,0.7614289218765559,58859.816866254936,6.510506926016905,1.5203655365358166
SN2019esa,IIn,G,1.2133523181225057,58628.666840000005,68.29287842744925,0.10000000000000002
SN2021waf,IIn,G,1.2511055769836161,59496.29385000001,93.81434721764707,0.10000000000000002
SN2006bv,IIn,i',1.412916166360474,53853.27837000001,17.78884320680974,0.48220921425723706
SN2006bv,IIn,r',1.437425614733433,53853.276770000004,21.922572910867576,0.42906070420512343
SN2008aj,IIn,i',1.338031135532088,54509.46431000001,21.80485617936871,0.10000000010520672
SN2008aj,IIn,r',1.3242521992516567,54509.491310000005,20.120180118260322,0.10000000000040517
SN2021hur,IIn,G,1.4892124400751618,59329.44122497835,49.59348331895872,0.10349714995959049
AT2020bfe,IIn,G,1.1792085796881757,58929.831040000005,78.78091376418665,0.10000000000000002
SN2005kd,IIn,i',1.1785708731669937,53725.36189000001,163.598837581273,0.10000000000000002
SN2005kd,IIn,r',1.349278454552164,53725.36029000004,199.99999945560594,0.17282751067670285
SN2019fcg,IIn,G,0.8896416612533755,58615.944220000005,89.21860416811852,0.10000000000000002
SN2019ejp,IIn,G,1.199609673058045,58608.21824048617,145.41977891770856,0.10000000000000002
SN2008ip,IIn,i',1.225593686262704,54832.52145000001,44.421657205867724,0.10000000000000002
SN2008ip,IIn,r',1.199326814150324,54832.524470000004,42.54056168720735,0.1000000000000001
SN2018bga,IIn,G,1.338193424240092,58281.44056000001,105.555597946638,0.12951449458218617
PS15aip,IIn,G,1.5108082383524408,57207.342831806855,81.11084477024573,0.10000000048373348
SN2021kqv,IIn,G,1.1892646883310727,59357.53179000001,107.75078681282449,0.10000000000000002
SN2016hgf,IIn,G,1.3267940869390051,57672.37590687429,34.85117034798404,0.1546453648524659
SN2021bn,IIn,G,1.3123488792334577,59242.52948177826,62.93310650543207,0.10000000000000024
PS15cww,IIn,G,1.1914300889245,57398.076250000006,54.76595113873601,0.10000000000000002
SN2018bwr,IIn,G,1.0320440212325253,58285.18722000001,169.46427848353002,0.10000000000000002
SN2020tlf,IIn,G,1.2319498356994187,59115.486860000005,35.39150666187451,0.10000000000000002
SN2007nx,IIn,g',0.2516424894860809,54368.39105006204,9.647020767485706,2.0051818262011674
SN2007nx,IIn,i',1.0666370895599424,54403.95545738888,14.595973766147482,0.10000000000070931
SN2007nx,IIn,r',0.38422505092116777,54368.38773000024,11.968669917222648,1.7196111461261048
SN2007nx,IIn,u',1.2986071481835808,54376.33463000001,16.261058726758353,0.10000000000000123
SN2007nx,IIn,z',1.1618003763553941,54373.366074555335,54.150112390498535,0.1000000039774715
SN2017jei,IIn_Pec,G,1.2246904174101316,58122.45336000001,39.2880721534544,0.10000000000000363
SN2021aaft,IIn,G,1.714572172641287,59479.33623000001,34.40132373326976,0.4287427287168379
SN2019smj,IIn,G,1.1990120568569815,58799.645500000006,199.99999999857425,0.12883070366084878
SN2018bek,IIn,G,3.2815543356918453,58249.70096053487,15.228440949152409,0.24279449254868124
SN2019mce,IIn,G,1.385619346574263,58698.087951457666,24.182967803433385,0.20716649030091056
SN2016drl,IIn,G,1.341573710136569,57431.932852282276,62.453583960018655,0.18804176654810026
SN2020dtd,IIn,G,1.008859983721637,58941.65161000001,199.99999999999957,0.10000049713030475
SN2018civ,IIn,G,1.2525800362980464,58284.19161016428,65.41234631426386,0.10000000000027393
SN2019vxm,IIn,G,1.0921312342637175,58848.399880000004,131.6536489781882,0.10000000000000002
SN2021bxo,IIn,G,1.0294368970741015,59310.993590000005,125.4162718488146,0.10000000000000002
SN2017gvb,IIn,G,1.2336071743988504,58015.67679455252,152.98992950938316,0.10000000000000006
SN2019vpk,IIn,G,1.1973320103076008,58846.068360000005,40.731659380882476,0.10000000000000002
SN2017ben,IIn,G,1.211795724049264,57832.207700000006,43.44155061588004,0.10000000000000037
SN2020jhs,IIn,G,1.4045469192542994,59005.63244000016,199.99999999529632,0.131143994739599
SN2020yrn,IIn,G,1.2488515768114996,59190.587810000005,151.739927585138,0.10000000000000002
ASASSN-20qc,IIn,G,1.0419138835644524,59235.32248000001,199.99999999995728,0.100000000000002
