sn_name,sn_type,band,A,phi,sigma,k
SDSS-II SN 14661,Ib_c,i',0.41008817705882694,54025.41224743667,14.81389098103712,0.10978753150051926
SDSS-II SN 14661,Ib_c,r',1.302961891872909,54000.37207184727,19.85607357326644,0.10000000316063229
SDSS-II SN 14661,Ib_c,u',0.38451748094724025,53984.39893000001,199.99999999999997,1.0005730811551425
SDSS-II SN 14661,Ib_c,z',0.9662060152185997,54063.65483660778,19.466183875494217,2.190615023152439
SN2006cb,Ib,i',1.3921139739658495,53858.209220000004,15.260410832463783,0.1000000000005551
SN2006cb,Ib,r',1.3732844322778097,53860.86535772996,11.480282415367093,0.19719251901267057
SDSS-II SN 20552,Ib_c,g',1.4272337432601983,54402.30682181441,15.398241791773714,0.10000001052432178
SDSS-II SN 20552,Ib_c,i',1.0480684009290409,54392.026841085695,19.49226814929756,0.9566184766317545
SDSS-II SN 20552,Ib_c,r',0.09433805958490374,54391.650501678676,8.514676507573887,2.454018078212733
SDSS-II SN 20552,Ib_c,u',1.0,54422.22398,4.985676666667132,2.0
SDSS-II SN 20552,Ib_c,z',1.2575023385387676,54408.204739452485,43.62530848347302,0.10000000000007284
SDSS-II SN 8196,Ib_c,g',1.3091072560150558,53669.90716314171,11.325487865322325,0.44177990593781946
SDSS-II SN 8196,Ib_c,i',1.0953740273880896,53686.21379789559,14.29490873592108,0.10000001293107788
SDSS-II SN 8196,Ib_c,r',0.9825096922179662,53669.03706534599,11.280177169017094,0.9408778484960154
SDSS-II SN 8196,Ib_c,u',1.4525190348733146,53669.94752506713,4.086006372733269,0.586050386240605
SDSS-II SN 8196,Ib_c,z',0.9879601936333127,53702.23362127734,9.150526138776954,2.2167165145967282
SN2019buy,Ib,G,1.2487142255984476,58592.84941000127,67.97934035580506,0.10000000025779555
SN2007qw,Ic,g',1.5148297358825555,54407.60671322915,6.459941675130444,0.28705424558742854
SN2007qw,Ic,i',0.6514426794245941,54400.1281267196,10.040304241561273,1.3329080507578552
SN2007qw,Ic,r',3.7829385388325184e-13,54387.262960000066,2.1410896298228237,11.646633941614613
SN2007qw,Ic,u',0.3821543159033359,54408.00623100934,8.642870867921534,0.10000000000011304
SN2007qw,Ic,z',1.0,54424.16723,5.316963333333358,2.0
SN2016ghi,Ic,G,1.3958736144134585,57643.927986816605,35.81895916419594,0.1000000000000127
SDSS-II SN 10396,Ib_c,g',1.0349208418658866,53666.16271763006,6.589241007868442,0.1017955926649772
SDSS-II SN 10396,Ib_c,i',0.9263287037726864,53700.88185861726,22.447389232969844,2.8667827012891838
SDSS-II SN 10396,Ib_c,r',0.23008532293905773,53674.101518922296,16.76372931510177,0.10000000126955734
SDSS-II SN 10396,Ib_c,u',0.8426317896472793,53679.06090488424,10.843493879438185,0.9527086857305068
SDSS-II SN 10396,Ib_c,z',0.5749107746348311,53664.19835586454,50.552584585987354,0.10312191033499789
SN2020zgl,Ib,G,1.2588453884242905,59188.82209000001,32.716353825476496,0.10000000000137933
2005az,Ic,i',1.246107705678283,53471.77489293607,35.92257689861811,0.10821538570195631
2005az,Ic,r',1.2476121768157413,53467.73029346937,36.12865937038376,0.10000000000000002
SN2006gi,Ic,i',1.1725776126337988,54002.48100000001,36.433048869266976,0.10000000000000002
SN2006gi,Ic,r',1.1278074959923008,54002.484000000004,39.00105773552405,0.10000000000000002
SN2009er,Ib,i',1.3018932664790284,54975.45978000002,14.008811207230783,0.6846503190956422
SN2009er,Ib,r',1.4253326525196783,54977.64099557295,12.91320056927886,0.4533340513717271
SN2017ein,Ic,G,1.769330898256335,57900.72520628733,52.43381938551225,0.1049020541199659
SDSS-II SN 16085,Ib_c,g',1.688123319905486e-07,54020.351220000004,2.427369172292738,7.562462873694718
SDSS-II SN 16085,Ib_c,i',1.1356504478986333,54030.74821919952,28.389278499687713,0.17477768295741766
